R;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
P;Donnarumma G.;Milan;37;6,28;5,32;0;38;1;0;0;0;0;1;0;0
P;Szczesny;Juventus;30;6,22;5,38;0;32;2;0;0;0;1;0;0;0
P;Handanovic;Inter;37;6,03;5,23;0;33;2;0;0;0;0;1;0;1
P;Gollini;Atalanta;25;6,1;5,26;0;26;2;0;0;0;0;0;1;0
P;Audero;Sampdoria;37;6,38;5,11;0;54;2;0;0;0;1;0;0;0
P;Consigli;Sassuolo;37;6,38;4,93;0;56;1;0;0;0;0;1;0;0
P;Meret;Napoli;22;6,2;4,89;0;29;0;0;0;0;0;0;0;0
P;Perin;Genoa;32;6,25;4,83;0;44;0;0;0;0;0;1;1;0
P;Dragowski;Fiorentina;36;6,21;4,85;0;55;2;0;0;0;0;0;0;0
P;Cragno;Cagliari;34;6,37;4,79;0;53;0;0;0;0;0;1;0;0
P;Reina;Lazio;29;6,12;4,69;0;41;0;0;0;0;0;1;0;0
P;Silvestri;Verona;34;6,21;4,9;0;42;0;0;0;0;0;1;0;1
P;Ospina;Napoli;16;6,09;5,34;0;12;0;0;0;0;1;2;0;0
P;Skorupski;Bologna;28;6,09;4,64;0;46;2;0;0;0;0;1;0;0
P;Musso;Udinese;35;6,13;4,6;0;51;0;0;0;0;0;5;0;0
P;Sportiello;Atalanta;15;6,23;5,03;0;21;1;0;0;0;0;0;0;0
P;Terracciano;Fiorentina;4;6,25;6;0;4;1;0;0;0;0;0;0;0
P;Pau Lopez;Roma;21;6,1;4,71;0;29;0;0;0;0;0;0;0;0
P;Buffon;Juventus;8;6,31;6,06;0;5;1;0;0;0;0;0;0;0
P;Strakosha;Lazio;9;5,94;4,33;0;14;0;0;0;0;0;1;0;0
P;Provedel;Spezia;29;6,05;4,24;0;55;1;0;0;0;0;1;0;0
P;Vicario;Cagliari;4;6,5;5;0;6;0;0;0;0;0;0;0;0
P;Mirante;Roma;13;6,15;4,85;0;19;1;0;0;0;0;2;0;0
P;Radu I.;Inter;2;6;5,5;0;1;0;0;0;0;0;0;0;0
P;Sirigu;Torino;32;6,02;4,08;0;62;0;0;0;0;0;0;0;0
P;Fuzato;Roma;5;6,4;5;0;7;0;0;0;0;0;0;0;0
P;Montipo';Benevento;37;5,99;3,97;0;74;1;0;0;0;0;3;0;1
P;Pandur;Verona;4;6,12;4,62;0;6;0;0;0;0;0;0;0;0
P;Sepe;Parma;36;6;3,89;0;76;0;0;0;0;0;0;0;0
P;Rafael;Spezia;3;7;5,67;0;5;0;0;0;0;1;0;0;0
P;Festa;Crotone;1;7;6;0;1;0;0;0;0;0;0;0;0
P;Berardi A.;Verona;1;6;6;0;0;0;0;0;0;0;0;0;0
P;Letica;Sampdoria;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
P;Crespi;Crotone;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
P;Ujkani;Torino;1;6;5;0;1;0;0;0;0;0;0;0;0
P;Padelli;Inter;1;6;5;0;1;0;0;0;0;0;0;0;0
P;Cordaz;Crotone;36;6,17;3,62;0;91;0;0;0;0;0;1;0;0
P;Pinsoglio;Juventus;1;6;5;0;1;0;0;0;0;0;0;0;0
P;Milinkovic-Savic V.;Torino;5;5,8;4,6;0;6;0;0;0;0;0;0;0;0
P;Zoet;Spezia;7;6,07;4,29;0;12;0;0;0;0;0;1;0;0
P;Paleari;Genoa;3;6,17;5,17;0;3;0;0;0;0;0;0;0;0
P;Radunovic;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Da Costa;Bologna;6;5,42;3,75;0;9;0;0;0;0;0;2;0;0
P;Sarr M.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Tatarusanu;Milan;1;5;2;0;3;0;0;0;0;0;0;0;0
P;Donnarumma An.;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Marchetti;Genoa;4;5,88;3,12;0;11;0;0;0;0;0;0;0;0
P;Colombi;Parma;2;6;2,5;0;7;0;0;0;0;0;0;0;0
P;Pegolo;Sassuolo;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
P;Scuffet;Udinese;1;5;3;0;2;0;0;0;0;0;0;0;0
P;Alastra;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Perisan;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Zima L.;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Aresti;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Nicolas;Udinese;2;5,5;3;0;5;0;0;0;0;0;0;0;0
P;Rossi F.;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Ravaglia F.;Bologna;4;5,88;3,38;0;10;0;0;0;0;0;0;0;0
P;Proto;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Rosati;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Dini;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Contini;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Brancolini;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Carnesecchi;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Avogadri;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Turati;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Breza;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Ciocci;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Gori P.;Benevento;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Manfredini;Benevento;1;5;4;0;1;0;0;0;0;0;0;0;0
P;Ravaglia;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Desjardins;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Krapikas;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Boer;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Alia;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Gasparini;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Rinaldi;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Farelli;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Hakimi;Inter;35;6,43;7,17;7;0;0;0;0;0;8;6;0;0
D;Gosens;Atalanta;32;6,27;7,28;11;0;0;0;0;0;6;7;1;1
D;Hernandez T.;Milan;33;6,21;6,86;7;0;0;0;0;0;5;9;0;0
D;Zappacosta;Genoa;25;6,22;6,72;4;0;0;0;0;0;2;3;0;0
D;Skriniar;Inter;32;6,31;6,58;3;0;0;0;0;0;0;1;0;0
D;Dimarco;Verona;35;6,14;6,57;5;0;0;0;0;0;3;6;0;0
D;Cuadrado;Juventus;29;6,31;6,64;2;0;0;1;1;0;9;9;1;0
D;Bremer;Torino;33;6,08;6,5;5;0;0;0;0;0;0;2;0;0
D;Danilo;Juventus;34;6,29;6,41;1;0;0;0;0;0;4;6;0;0
D;Romero;Atalanta;31;6,34;6,44;2;0;0;0;0;0;2;10;0;0
D;Faraoni;Verona;34;6,07;6,46;4;0;0;0;0;0;5;8;0;0
D;Karsdorp;Roma;34;6,06;6,29;1;0;0;0;0;0;6;2;0;0
D;Mancini;Roma;33;6,14;6,41;4;0;0;0;0;0;2;10;0;0
D;Darmian;Inter;23;6,2;6,63;3;0;0;0;0;0;3;5;0;0
D;De Vrij;Inter;32;6,22;6,28;1;0;0;0;0;0;0;2;0;0
D;Ansaldi;Torino;26;6,04;6,33;1;0;0;1;1;0;5;1;0;0
D;Calabria;Milan;32;6,23;6,28;2;0;0;0;0;0;1;7;0;1
D;Spinazzola;Roma;25;6,2;6,52;2;0;0;0;0;0;4;0;0;1
D;Nuytinck;Udinese;19;6,24;6,37;1;0;0;0;0;0;0;1;0;0
D;Kjaer;Milan;28;6,27;6,25;0;0;0;0;0;0;1;3;0;0
D;De Ligt;Juventus;25;6,22;6,3;1;0;0;0;0;0;1;4;0;0
D;Tomori;Milan;17;6,26;6,44;1;0;0;0;0;0;0;0;0;0
D;Molina N.;Udinese;25;5,84;6,26;2;0;0;0;0;0;5;1;0;0
D;Izzo;Torino;25;5,96;6,14;2;0;0;0;0;0;0;3;0;0
D;Alex Sandro;Juventus;24;6,06;6,23;2;0;0;0;0;0;1;2;0;1
D;Bastoni;Inter;33;6,11;6,08;0;0;0;0;0;0;2;6;0;0
D;Di Lorenzo;Napoli;36;5,97;6,15;3;0;0;0;0;0;3;11;0;0
D;Yoshida;Sampdoria;29;6,1;6,21;1;0;0;0;0;0;2;5;0;0
D;Letizia;Benevento;22;6;6,41;3;0;0;0;0;0;1;2;0;0
D;Biraghi;Fiorentina;35;5,91;6,03;1;0;0;0;0;0;5;8;0;0
D;Djimsiti;Atalanta;33;6,09;6,03;0;0;0;0;0;0;2;8;0;0
D;Ferrari G.;Sassuolo;34;6,07;6,03;0;0;0;0;0;0;2;7;0;0
D;Hateboer;Atalanta;22;6,16;6,41;2;0;0;0;0;0;1;3;0;0
D;Castagne;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Augello;Sampdoria;37;5,92;6,03;1;0;0;0;0;0;3;2;1;0
D;D'ambrosio;Inter;8;6,06;7,12;3;0;0;0;0;0;0;2;0;0
D;Bonucci;Juventus;25;5,98;6,16;2;0;0;0;0;0;0;3;0;0
D;Acerbi;Lazio;32;6,05;5,94;0;0;0;0;0;0;1;7;1;0
D;Pezzella Giu.;Parma;24;6,04;6,19;1;0;0;0;0;0;4;7;0;0
D;Milenkovic;Fiorentina;34;5,84;5,97;3;0;0;0;0;0;0;7;1;0
D;Palomino;Atalanta;31;5,97;6,05;1;0;0;0;0;0;1;3;0;0
D;Lykogiannis;Cagliari;30;5,8;6,1;4;0;0;0;0;0;2;6;2;0
D;Colley;Sampdoria;29;5,88;5,98;2;0;0;0;0;0;0;6;0;0
D;Rrahmani;Napoli;14;6,14;6,29;1;0;0;0;0;0;0;2;0;0
D;Bastoni S.;Spezia;21;6;6,26;1;0;0;0;0;0;6;7;0;0
D;Koulibaly;Napoli;26;6,17;5,98;0;0;0;0;0;0;0;8;1;0
D;Florenzi;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Toloi;Atalanta;31;5,94;5,97;2;0;0;0;0;0;0;10;0;0
D;Stryger Larsen;Udinese;32;5,8;5,98;2;0;0;0;0;0;0;0;0;0
D;Godin;Cagliari;28;5,89;5,95;1;0;0;0;0;0;0;3;0;0
D;Reca;Crotone;30;5,9;6,05;2;0;0;0;0;0;2;7;0;0
D;Paz;Bologna;6;6;6,5;1;0;0;0;0;0;0;0;0;0
D;Criscito;Genoa;22;6,09;6,09;1;0;0;1;1;0;0;6;0;0
D;Tomiyasu;Bologna;31;5,94;6;2;0;0;0;0;0;0;4;0;1
D;Singo;Torino;27;5,91;6,02;1;0;0;0;0;0;2;2;1;0
D;Hysaj;Napoli;21;5,93;5,93;0;0;0;0;0;0;1;2;0;0
D;Radu;Lazio;30;5,82;5,88;0;0;0;0;0;0;3;2;0;0
D;Manolas;Napoli;29;6;5,91;0;0;0;0;0;0;0;5;0;0
D;Samir;Udinese;29;5,9;5,9;1;0;0;0;0;0;0;6;0;0
D;Bereszynski;Sampdoria;31;5,84;5,9;1;0;0;0;0;0;0;2;0;0
D;Bonifazi;Udinese;28;5,88;5,8;0;0;0;0;0;0;0;4;0;0
D;Kolarov;Inter;4;5,12;5,38;0;0;0;0;0;0;1;0;0;0
D;Young;Inter;22;5,91;6,14;1;0;0;0;0;0;4;4;0;0
D;Gunter;Verona;25;5,98;5,98;0;0;0;0;0;0;2;4;0;0
D;Dalot;Milan;17;5,91;6,03;1;0;0;0;0;0;1;4;0;0
D;Rodrigo Becao;Udinese;33;5,82;5,83;1;0;0;0;0;0;0;5;0;0
D;Zappa;Cagliari;31;5,85;5,94;0;0;0;0;0;0;4;3;0;0
D;Muldur;Sassuolo;27;5,96;5,96;0;0;0;0;0;0;1;2;0;0
D;Soumaoro;Bologna;20;5,82;5,88;1;0;0;0;0;0;0;4;0;0
D;Erlic;Spezia;22;5,82;6,14;3;0;0;0;0;0;1;6;0;0
D;Vojvoda;Torino;19;5,71;6,03;2;0;0;0;0;0;2;4;0;0
D;Maehle;Atalanta;18;5,92;6,03;0;0;0;0;0;0;2;0;0;0
D;Ghiglione;Genoa;23;5,89;5,98;0;0;0;0;0;0;4;4;0;0
D;Ranocchia;Inter;8;6,25;6,25;0;0;0;0;0;0;1;2;0;0
D;Caceres;Fiorentina;26;5,73;5,96;2;0;0;0;0;0;2;4;0;0
D;Chiellini;Juventus;16;6,09;5,91;0;0;0;0;0;0;1;4;0;1
D;Rugani;Cagliari;12;5,79;6,04;1;0;0;0;0;0;1;2;0;0
D;Romagnoli;Milan;22;5,98;6;1;0;0;0;0;0;1;7;0;0
D;De Silvestri;Bologna;28;5,71;5,86;2;0;0;0;0;0;0;4;0;0
D;Bruno Peres;Roma;26;5,87;5,94;1;0;0;0;0;0;2;6;0;0
D;Chiriches;Sassuolo;23;5,7;5,78;2;0;0;0;0;0;1;6;0;1
D;Pereira P.;Crotone;34;5,72;5,75;0;0;0;0;0;0;4;6;0;0
D;Lirola;Fiorentina;11;5,91;5,86;0;0;0;0;0;0;1;3;0;0
D;Pezzella Ger.;Fiorentina;32;5,75;5,77;1;0;0;0;0;0;0;5;0;0
D;Toljan;Sassuolo;24;5,79;5,83;0;0;0;0;0;0;2;2;0;0
D;Caldirola;Benevento;22;5,75;5,91;2;0;0;0;0;0;0;3;1;0
D;Ismajli;Spezia;16;5,78;5,94;1;0;0;0;0;0;1;1;1;0
D;Gagliolo;Parma;26;5,69;5,81;2;0;0;0;0;0;0;6;0;0
D;Mario Rui;Napoli;24;5,92;5,9;0;0;0;0;0;0;1;4;0;0
D;Tonelli;Sampdoria;22;5,95;5,84;1;0;0;0;0;0;0;11;0;0
D;De Sciglio;Juventus;1;6;6;0;0;0;0;0;0;0;0;0;0
D;Glik;Benevento;36;5,65;5,67;2;0;0;0;0;0;1;7;1;1
D;Ceccherini;Verona;28;5,91;5,66;0;0;0;0;0;0;0;10;0;1
D;Bastos;Lazio;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
D;Marchizza;Spezia;22;5,84;5,84;0;0;0;0;0;0;2;4;0;0
D;Rogerio;Sassuolo;26;5,88;5,81;0;0;0;0;0;0;0;4;0;0
D;Magnani;Verona;23;6,09;5,83;0;0;0;0;0;0;0;8;0;1
D;Aina;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Djidji;Crotone;18;5,58;5,64;1;0;0;0;0;0;0;4;0;0
D;Troost-Ekong;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Zeegelaar;Udinese;24;5,79;5,79;1;0;0;0;0;0;0;6;0;0
D;Dawidowicz;Verona;27;5,87;5,72;0;0;0;0;0;0;0;9;0;0
D;Kyriakopoulos;Sassuolo;21;5,79;5,86;1;0;0;0;0;0;0;1;1;0
D;Martinez Quarta;Fiorentina;19;5,87;5,87;1;0;0;0;0;0;0;4;1;0
D;Masiello;Genoa;30;5,68;5,58;0;0;0;0;0;0;0;6;0;0
D;Barba;Benevento;32;5,7;5,58;0;0;0;0;0;0;2;8;0;1
D;Asamoah;Cagliari;7;5,93;5,93;0;0;0;0;0;0;0;0;0;0
D;Goldaniga;Genoa;24;5,85;5,73;0;0;0;0;0;0;1;8;0;0
D;Terzi;Spezia;24;5,67;5,65;1;0;0;0;0;0;1;7;1;0
D;Ceppitelli;Cagliari;19;5,74;5,66;0;0;0;0;0;0;0;3;0;0
D;Fazio;Roma;5;5,9;6,3;1;0;0;0;0;0;0;2;0;0
D;Biraschi;Genoa;13;5,77;5,69;0;0;0;0;0;0;0;2;0;0
D;Depaoli;Benevento;20;5,55;5,4;0;0;0;0;0;0;0;2;0;1
D;Venuti;Fiorentina;24;5,67;5,58;0;0;0;0;0;0;1;3;0;1
D;Dalbert;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Smalling;Roma;14;5,93;5,89;0;0;0;0;0;0;1;3;0;0
D;Ibanez;Roma;30;5,82;5,67;0;0;0;0;0;0;1;5;1;1
D;Demiral;Juventus;11;6,09;6,14;0;0;0;0;0;0;1;1;0;0
D;Empereur;Verona;4;5,62;5,5;0;0;0;0;0;0;0;1;0;0
D;Kumbulla;Roma;19;5,87;5,84;1;0;0;0;0;0;0;7;0;0
D;Czyborra;Genoa;17;5,76;5,88;1;0;0;0;0;0;0;2;0;0
D;Carboni A.;Cagliari;14;5,64;5,64;0;0;0;0;0;0;1;2;0;0
D;Golemic;Crotone;28;5,46;5,57;2;0;0;1;1;0;0;4;1;0
D;Ouwejan;Udinese;10;6,1;6,3;0;0;0;0;0;0;2;0;0;0
D;Magallan;Crotone;28;5,55;5,52;1;0;0;0;0;0;1;10;0;0
D;Ferrari A.;Sampdoria;10;6;5,85;0;0;0;0;0;0;0;3;0;0
D;Marrone;Crotone;19;5,34;5,03;0;0;0;0;0;0;0;8;0;1
D;Dermaku;Parma;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
D;Laurini;Parma;12;5,5;5,46;0;0;0;0;0;0;0;1;0;0
D;Patric;Lazio;23;5,72;5,59;0;0;0;0;0;0;1;8;0;0
D;Zapata C.;Genoa;12;5,83;5,75;0;0;0;0;0;0;0;2;0;0
D;Capradossi;Spezia;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
D;Danilo Lar.;Bologna;35;5,6;5,51;0;0;0;0;0;0;1;8;0;0
D;Adjapong;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Bruno Alves;Parma;19;5,5;5,58;1;0;0;0;0;0;0;3;0;0
D;Cuomo;Crotone;12;5,58;5,42;0;0;0;0;0;0;0;4;0;0
D;Bani;Parma;25;5,68;5,48;0;0;0;0;0;0;0;10;0;0
D;N'koulou;Torino;18;5,64;5,67;1;0;0;0;0;0;0;5;0;0
D;Marlon;Sassuolo;21;5,62;5,5;0;0;0;0;0;0;0;4;1;0
D;Buongiorno;Torino;12;5,67;5,5;0;0;0;0;0;0;0;4;0;0
D;Dijks;Bologna;20;5,7;5,52;0;0;0;0;0;0;0;5;1;0
D;Chabot;Spezia;22;5,75;5,68;1;0;0;0;0;0;1;9;1;0
D;Igor;Fiorentina;18;5,67;5,53;0;0;0;0;0;0;0;5;0;0
D;Ankersen;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Lovato;Verona;21;5,93;5,81;0;0;0;0;0;0;0;5;0;0
D;Tuia;Benevento;26;5,6;5,6;1;0;0;0;0;0;0;6;0;0
D;Kalulu;Milan;10;5,65;5,9;1;0;0;0;0;0;0;1;0;0
D;Ferrer;Spezia;16;5,88;5,81;0;0;0;0;0;0;1;4;0;0
